date,open,high,low,volume,close,return
2012-06-19,0.99832684,1.0159881,0.9966537,273575940.0,1.00409,0.004089999999999927
2012-06-20,1.0039041,1.0070645,0.98996097,228317310.0,0.99907047,-0.00499908374747271
2012-06-21,1.0018591,1.0094813,0.9724856,201396220.0,0.97415876,-0.024934887726188126
2012-06-22,0.9782487,0.98791593,0.97081244,310240300.0,0.9845696,0.010687005473317246
2012-06-25,0.9786205,0.9845696,0.9626324,167740670.0,0.9647704,-0.020109497591638048
2012-06-26,0.9657929,0.97229964,0.9576129,152915460.0,0.9693251,0.0047210196332723164
2012-06-27,0.96783787,0.99609596,0.96746606,221711840.0,0.99460864,0.026083653461568268
2012-06-28,0.9905186,1.0215653,0.9728574,364252600.0,1.0185908,0.024112157320491212
2012-06-29,1.0308608,1.0408998,1.0252836,320899500.0,1.0379252,0.018981518387953367
2012-07-02,1.0410857,1.0448039,1.0284439,292542140.0,1.0296524,-0.00797051656516301
2012-07-03,1.0299312,1.0336493,1.0208217,171879870.0,1.0226808,-0.00677082867965928
2012-07-05,1.0221231,1.0271425,1.0083659,147024370.0,1.0128276,-0.00963467779975924
2012-07-06,1.0102249,1.018033,0.9966537,166379790.0,1.0050195,-0.007709209346190904
2012-07-09,1.0078081,1.0178472,1.002045,214759060.0,1.0105968,0.005549444563015982
2012-07-10,1.0139431,1.0291876,1.0091095,267723420.0,1.0288157,0.018027862348267698
2012-07-11,1.0269567,1.0451757,1.0236104,284350400.0,1.0442461,0.014998215909807877
2012-07-12,1.0355085,1.0412716,1.0260271,236489950.0,1.0371816,-0.006765167712860065
2012-07-13,1.0418293,1.0700874,1.038297,368066370.0,1.0661832,0.02796193067829189
2012-07-16,1.060606,1.0739914,1.0598624,261946980.0,1.0736196,0.006974786321900517
2012-07-17,1.0782673,1.0819855,1.0589329,250958980.0,1.0775237,0.003636390393767064
2012-07-18,1.0765941,1.0883993,1.0680424,256022770.0,1.0725042,-0.0046583662150539995
2012-07-19,1.1026213,1.1061535,1.0832869,567465300.0,1.0923963,0.018547339954472886
2012-07-20,1.0918386,1.0918386,1.0633947,319634020.0,1.0635805,-0.026378522153544526
2012-07-23,1.0501952,1.0628369,1.0369956,209317980.0,1.0598624,-0.003495833178588703
2012-07-24,1.060792,1.0684142,1.0431306,141110750.0,1.0527979,-0.006665487897296929
2012-07-25,1.0496374,1.0578175,1.026213,243715280.0,1.0522401,-0.0005298262847980295
2012-07-26,1.0682282,1.0725042,1.0518684,218224800.0,1.056702,0.004240382019274902
